693510.455652, 4048619.135829
693510.481931, 4048618.577689
693510.506771, 4048618.017994
693510.527389, 4048617.464322
693510.564505, 4048616.895579
693510.620809, 4048616.321948
693510.667983, 4048615.752721
693510.705235, 4048615.181557
693510.744818, 4048614.609185
693510.786843, 4048614.038200
693510.817737, 4048613.465434
693510.838392, 4048612.899398
693510.862760, 4048612.339300
693510.879154, 4048611.776999
693510.892746, 4048611.207410
693510.910124, 4048610.647856
693510.926743, 4048610.082175
693510.940616, 4048609.513664
693510.955072, 4048608.938772
693510.967454, 4048608.359681
693510.980840, 4048607.788626
693510.996204, 4048607.213880
693511.005622, 4048606.644030
693511.005352, 4048606.071534
693511.008932, 4048605.497771
693511.018881, 4048604.926184
693511.026592, 4048604.354330
693511.026985, 4048603.782005
693511.032855, 4048603.205336
693511.046723, 4048602.627933
693511.052346, 4048602.058386
693511.062284, 4048601.489228
693511.072495, 4048600.917301
693511.101297, 4048600.343764
693511.123044, 4048599.774332
693511.161440, 4048599.206604
693511.182179, 4048598.633254
693511.209240, 4048598.056930
693511.235528, 4048597.484204
693511.256539, 4048596.914110
693511.300848, 4048596.299749
693511.358006, 4048595.646692
693511.383528, 4048594.970832
693511.385287, 4048594.290777
693511.384752, 4048593.618363
693511.362769, 4048592.951985
693511.360460, 4048592.293053
693511.353348, 4048591.634720
693511.356064, 4048590.982183
693511.359945, 4048590.341297
693511.376776, 4048589.693370
693511.403406, 4048589.049493
693511.422188, 4048588.400767
693511.451233, 4048587.750927
693511.479321, 4048587.100806
693511.521796, 4048586.445823
693511.557852, 4048585.783608
693511.599908, 4048585.120302
693511.631077, 4048584.460630
693511.680119, 4048583.804327
693511.717641, 4048583.137938
693511.775693, 4048582.477722
693511.821332, 4048581.818739
693511.871758, 4048581.169301
693511.923359, 4048580.510358
693511.981224, 4048579.844037
693512.021368, 4048579.179201
693512.047928, 4048578.511306
693512.071803, 4048577.841362
693512.084914, 4048577.173727
693512.081727, 4048576.508083
693512.076986, 4048575.847057
693512.073040, 4048575.184016
693512.049550, 4048574.529172
693512.042761, 4048573.879396
693512.031890, 4048573.233078
693512.040636, 4048572.588941
693512.055042, 4048571.947640
693512.079484, 4048571.299373
693512.119124, 4048570.644208
693512.179401, 4048569.982661
693512.260206, 4048569.320401
693512.342813, 4048568.667764
693512.414235, 4048568.001618
693512.526836, 4048567.353269
693512.622591, 4048566.698101
693512.699187, 4048566.043101
693512.778469, 4048565.380530
693512.820008, 4048564.719599
693512.850424, 4048564.062070
693512.879263, 4048563.413000
693512.910396, 4048562.769561
693512.936055, 4048562.123991
693512.952110, 4048561.476852
693512.978286, 4048560.826918
693512.998248, 4048560.177288
693513.019007, 4048559.528923
693513.043159, 4048558.878512
693513.067386, 4048558.224999
693513.090015, 4048557.568232
693513.109838, 4048556.909059
693513.131794, 4048556.246863
693513.157392, 4048555.590429
693513.194128, 4048554.935254
693513.226620, 4048554.279343
693513.251853, 4048553.625146
693513.274735, 4048552.973195
693513.295019, 4048552.321010
693513.310678, 4048551.665249
693513.335598, 4048551.009313
693513.362199, 4048550.359937
693513.379502, 4048549.706969
693513.396788, 4048549.054962
693513.421790, 4048548.398283
693513.438905, 4048547.741464
693513.468799, 4048547.078774
693513.478420, 4048546.427077
693513.496744, 4048545.765455
693513.511763, 4048545.112330
693513.534155, 4048544.451929
693513.549919, 4048543.793177
693513.569009, 4048543.132817
693513.593405, 4048542.476106
693513.621868, 4048541.812169
693513.648763, 4048541.162869
693513.670201, 4048540.506528
693513.694852, 4048539.856020
693513.726936, 4048539.199903
693513.757270, 4048538.547801
693513.783739, 4048537.889826
693513.809438, 4048537.239405
693513.845902, 4048536.534762
693513.876204, 4048535.798124
693513.906242, 4048535.062696
693513.933049, 4048534.326374
693513.955016, 4048533.596951
693513.975772, 4048532.896091
693513.996116, 4048532.185775
693514.021936, 4048531.476939
693514.036219, 4048530.773202
693514.046310, 4048530.062263
693514.047285, 4048529.339812
693514.071039, 4048528.636632
693514.092950, 4048527.924022
693514.127064, 4048527.213532
693514.159272, 4048526.502406
693514.206109, 4048525.804825
693514.250515, 4048525.101105
693514.302344, 4048524.408121
693514.347829, 4048523.718293
693514.370507, 4048523.160517
693514.382240, 4048522.751129
693514.398264, 4048522.405924
693514.422663, 4048522.048020
693514.441064, 4048521.698841
693514.451850, 4048521.486698
693514.451710, 4048521.435316
693514.451343, 4048521.444752
693514.453352, 4048521.445468
